"","name","country.etc","pop","lat","long","capital"
"15656","Issy-les-Moulineaux","FRA",62908,48.83,2.26,0
"15657","Istanbul","TUR",10034830,41.1,29,0
"15658","Istiaia","GRC",4215,38.96,23.15,0
"15659","Istisu","AZE",938,39.97,45.95,0
"15660","Istmina","COL",13840,5.16,-76.69,0
"15661","Istra","RUS",33306,55.92,36.86,0
"15662","Istres","FRA",45116,43.51,4.98,0
"15663","Ita","PRY",18784,-25.51,-57.36,0
"15664","Itabaiana","BRA",65626,-10.68,-37.43,0
"15665","Itaberaba","BRA",47808,-12.52,-40.3,0
"15666","Itaberai","BRA",22302,-16.02,-49.81,0
"15667","Itabira","BRA",101667,-19.62,-43.23,0
"15668","Itabirito","BRA",40348,-20.24,-43.81,0
"15669","Itaborai","BRA",184232,-22.75,-42.87,0
"15670","Itabuna","BRA",208294,-14.79,-39.28,0
"15671","Itacoatiara","BRA",46130,-3.14,-58.44,0
"15672","Itacurubi de la Cordillera","PRY",3560,-25.45,-56.85,0
"15673","Itacurubi del Rosario","PRY",3904,-24.5,-56.68,0
"15674","Itaguai","BRA",106029,-22.87,-43.78,0
"15675","Itagui","COL",291091,6.17,-75.62,0
"15676","Itahari","NPL",49807,26.67,87.28,0
"15677","Itai","BRA",23559,-23.4,-49.1,0
"15678","Itaitinga","BRA",31843,-3.97,-38.53,0
"15679","Itaituba","BRA",64772,-4.27,-55.99,0
"15680","Itajai","BRA",158743,-26.9,-48.68,0
"15681","Itajuba","BRA",82818,-22.42,-45.45,0
"15682","Itako","JPN",25793,35.93,140.55,0
"15683","Itamaraju","BRA",47478,-17.04,-39.53,0
"15684","Itambe","BRA",23931,-15.24,-40.63,0
"15685","Itami","JPN",193850,34.78,135.42,0
"15686","Itanara","PRY",319,-23.82,-55.78,0
"15687","Itanhaem","BRA",94743,-24.18,-46.8,0
"15688","Itapage","BRA",33003,-3.69,-39.59,0
"15689","Itape","PRY",1635,-25.85,-56.62,0
"15690","Itapecerica da Serra","BRA",156776,-23.72,-46.83,0
"15691","Itapecuru Mirim","BRA",36477,-3.4,-44.36,0
"15692","Itapema","BRA",39638,-27.1,-48.62,0
"15693","Itaperucu","BRA",28596,-25.2,-49.37,0
"15694","Itaperuna","BRA",85835,-21.21,-41.89,0
"15695","Itapetinga","BRA",60498,-15.25,-40.25,0
"15696","Itapetininga","BRA",129455,-23.59,-48.04,0
"15697","Itapeva","BRA",63360,-23.98,-48.88,0
"15698","Itapevi","BRA",210529,-23.55,-46.94,0
"15699","Itapipoca","BRA",57162,-3.5,-39.58,0
"15700","Itapira","BRA",62270,-22.43,-46.83,0
"15701","Itapolis","BRA",35056,-21.58,-48.77,0
"15702","Itapua Poty","PRY",657,-26.58,-55.57,0
"15703","Itaquaquecetuba","BRA",352327,-23.47,-46.35,0
"15704","Itaqui","BRA",34652,-29.13,-56.55,0
"15705","Itaquyry","PRY",3101,-24.93,-55.22,0
"15706","Itarare","BRA",45193,-24.12,-49.36,0
"15707","Itarsi","IND",102234,22.62,77.76,0
"15708","Itatiba","BRA",68651,-22.99,-46.84,0
"15709","Itaugua","PRY",72162,-25.38,-57.34,0
"15710","Itauna","BRA",78536,-20.06,-44.57,0
"15711","Itea","GRC",1292,39.47,22.17,0
"15712","Itea","GRC",4812,38.43,22.42,0
"15713","Itentambach","KEN",4857,0.6,35.52,0
"15714","Iterlak","GRL",2,60.92,-45.29,0
"15715","Itewe","TZA",6447,-8.57,33.42,0
"15716","Itezhi-Tezhi","ZMB",8216,-15.69,26.06,0
"15717","Ithaki","GRC",1849,38.36,20.72,0
"15718","Itigi","TZA",20057,-5.7,34.48,0
"15719","Itilleq","GRL",116,66.58,-53.49,0
"15720","Ito","JPN",71548,34.97,139.1,0
"15721","Itogon","PHL",28810,16.36,120.68,0
"15722","Itoigawa","JPN",30644,37.04,137.85,0
"15723","Itoman","JPN",57637,26.13,127.68,0
"15724","Itsamia","COM",638,-12.36,43.87,0
"15725","Itsandra","COM",3228,-11.67,43.25,0
"15726","Itsandzeni","COM",1401,-11.47,43.38,0
"15727","Itsoundzou","COM",271,-11.62,43.3,0
"15728","Itsukaichi","JPN",25245,35.74,139.23,0
"15729","Ittaajimmiut","GRL",9,70.45,-22.38,0
"15730","Itterajivit","GRL",15,70.45,-22.37,0
"15731","Ittigen","CHE",10720,46.98,7.49,0
"15732","Ittre","BEL",6107,50.65,4.27,0
"15733","Itu","BRA",140545,-23.26,-47.3,0
"15734","Itu","NGA",36805,5.2,7.97,0
"15735","Ituango","COL",11250,7.19,-75.74,0
"15736","Ituiutaba","BRA",85701,-18.97,-49.46,0
"15737","Itumba","TZA",13698,-9.4,33.18,0
"15738","Itumbiara","BRA",80127,-18.4,-49.21,0
"15739","Ituni","GUY",4589,5.43,-58.25,0
"15740","Itupeva","BRA",26436,-17.48,-40.48,0
"15741","Itupiranga","BRA",22671,-5.12,-49.3,0
"15742","Iturama","BRA",30394,-19.73,-50.2,0
"15743","Iturbe","PRY",4550,-26.05,-56.5,0
"15744","Ituverava","BRA",37504,-20.33,-47.79,0
"15745","Itzehoe","DEU",32881,53.94,9.49,0
"15746","Itzig","LUX",1841,49.58,6.17,0
"15747","Ivacevicy","BLR",25002,52.72,25.35,0
"15748","Ivaipora","BRA",22833,-24.24,-51.68,0
"15749","Ivajlovgrad","BGR",3854,41.53,26.12,0
"15750","Ivanava","BLR",13592,52.15,25.54,0
"15751","Ivancice","CZE",9371,49.1,16.38,0
"15752","Ivancsa","HUN",2805,47.16,18.84,0
"15753","Ivanec","HRV",5467,46.22,16.12,0
"15754","Ivanesti","ROU",4897,46.65,27.45,0
"15755","Ivaniv","UKR",4411,49.48,28.35,0
"15756","Ivanivka","UKR",4991,46.71,34.55,0
"15757","Ivanivka","UKR",7807,48.22,38.96,0
"15758","Ivanjica","SRB",12783,43.58,20.23,0
"15759","Ivankiv","UKR",10078,50.93,29.9,0
"15760","Ivankovo","HRV",6735,45.29,18.68,0
"15761","Ivano-Frankivs'k","UKR",217513,48.92,24.71,0
"15762","Ivano-Frankove","UKR",5577,49.92,23.73,0
"15763","Ivanovac","HRV",1284,45.43,18.58,0
"15764","Ivanovec","HRV",2208,46.37,16.48,0
"15765","Ivanovice na Hane","CZE",2875,49.32,17.1,0
"15766","Ivanovo","RUS",417292,57.01,40.99,0
"15767","Ivanska","HRV",853,45.78,16.81,0
"15768","Ivanteyevka","RUS",50968,55.97,37.92,0
"15769","Ivanychi","UKR",6705,50.65,24.35,0
"15770","Ivdel","RUS",19400,60.69,60.42,0
"15771","Ivesti","ROU",4623,46.18,27.53,0
"15772","Ivesti","ROU",9634,45.68,27.52,0
"15773","Ivittuut","GRL",12,61.2,-48.16,0
"15774","Ivoini","COM",1335,-11.39,43.39,0
"15775","Ivrea","ITA",24173,45.48,7.87,0
"15776","Ivrindi","TUR",6182,39.58,27.49,0
"15777","Ivry-sur-Seine","FRA",58916,48.82,2.38,0
"15778","Ivybridge","GBR",13595,50.39,-3.93,0
"15779","Iwade","JPN",57302,34.25,135.32,0
"15780","Iwafune","JPN",19196,36.31,139.67,0
"15781","Iwai","JPN",42330,36.04,139.89,0
"15782","Iwaki","JPN",356829,37.05,140.88,0
"15783","Iwakuni","JPN",103649,34.17,132.23,0
"15784","Iwakura","JPN",48233,35.28,136.86,0
"15785","Iwamizawa","JPN",85155,43.2,141.76,0
"15786","Iwanuma","JPN",42628,38.11,140.87,0
"15787","Iwase","JPN",21839,36.36,140.1,0
"15788","Iwata","JPN",88862,34.72,137.85,0
"15789","Iwatsuki","JPN",108776,35.96,139.7,0
"15790","Iwo","NGA",262741,7.63,4.18,0
"15791","Iwon","PRK",26621,40.32,128.61,0
"15792","Ixcan","GTM",8601,15.82,-91.07,0
"15793","Ixchiguan","GTM",2344,15.2,-91.88,0
"15794","Ixcuintla","MEX",18437,21.82,-105.22,0
"15795","Ixmiquilpan","MEX",32782,20.48,-99.23,0
"15796","Ixtaczoquitlan","MEX",23607,18.85,-97.07,0
"15797","Ixtahuacan","GTM",3822,15.42,-91.77,0
"15798","Ixtapa","MEX",18899,20.7,-105.2,0
"15799","Ixtapaluca","MEX",379357,19.32,-98.88,0
"15800","Ixtapan","MEX",18020,18.83,-99.68,0
"15801","Ixtepec","MEX",23302,16.58,-95.12,0
"15802","Ixtlan del Rio","MEX",21731,21.03,-104.37,0
"15803","Iyale","NGA",10199,7.64,7.31,0
"15804","Iyidere","TUR",5225,41,40.4,0
"15805","Iyo","JPN",30804,33.76,132.69,0
"15806","Iyomishima","JPN",35871,33.99,133.55,0
"15807","Iza","UKR",4970,48.22,23.33,0
"15808","Izacic","BIH",4260,44.88,15.78,0
"15809","Izakovci","SVN",807,46.59,16.22,0
"15810","Izalco","SLV",19502,13.74,-89.68,0
"15811","Izamal","MEX",15128,20.93,-89.02,0
"15812","Izazi","TZA",18225,-7.2,35.73,0
"15813","Izberbash","RUS",43107,42.56,47.86,0
"15814","Izbiceni","ROU",5054,43.83,24.65,0
"15815","Izegem","BEL",26317,50.92,3.2,0
"15816","Izhevsk","RUS",630755,56.85,53.23,0
"15817","Izki","OMN",36713,22.93,57.77,0
"15818","Izlake","SVN",1143,46.15,14.95,0
"15819","Izmayil","UKR",81924,45.35,28.83,0
"15820","Izmir","TUR",2557851,38.43,27.15,0
"15821","Izmit","TUR",196247,40.77,29.93,0
"15822","Iznalloz","ESP",7056,37.38,-3.52,0
"15823","Iznik","TUR",22577,40.43,29.73,0
"15824","Izobilnyy","RUS",40547,45.37,41.71,0
"15825","Izola","SVN",10424,45.54,13.66,0
"15826","Izra'","SYR",14322,32.86,36.25,0
"15827","Izsak","HUN",6100,46.8,19.36,0
"15828","Izsofalva","HUN",1863,48.31,20.65,0
"15829","Iztapa","GTM",4301,13.93,-90.71,0
"15830","Izucar","MEX",43579,18.61,-98.47,0
"15831","Izumi","JPN",192464,34.48,135.42,0
"15832","Izumi","JPN",39126,32.08,130.35,0
"15833","Izumiotsu","JPN",81936,34.5,135.41,0
"15834","Izumisano","JPN",100116,34.42,135.32,0
"15835","Izumo","JPN",89692,35.36,132.75,0
"15836","Izvoarele","ROU",4728,44.03,25.78,0
"15837","Izvoarele","ROU",6798,45.03,25.27,0
"15838","Izvor","MKD",1002,42.19,21.57,0
"15839","Izyaslav","UKR",17597,50.12,26.8,0
"15840","Izyum","UKR",53216,49.21,37.26,0
"15841","Ja'ar","YEM",67277,13.22,45.31,0
"15842","Jaala","FIN",1883,61.05,26.48,0
"15843","Jaamakula","EST",175,58.26,24.78,0
"15844","Jaanimoisa","EST",121,58.14,27.26,0
"15845","Jaarja","EST",96,58.05,25.02,0
"15846","Jaba'","PSE",3081,31.85,35.27,0
"15847","Jaba'","PSE",8696,32.32,35.22,0
"15848","Jabal-os-Saraj","AFG",15641,35.13,69.24,0
"15849","Jabaliya","PSE",173225,31.53,34.49,0
"15850","Jabalpur","IND",1049768,23.17,79.94,0
"15851","Jabalpur Cantonment","IND",71679,23.16,79.95,0
"15852","Jabbar-al-'Ali","KWT",39718,29.17,48.08,0
"15853","Jabbeke","BEL",13417,51.18,3.08,0
"15854","Jabinyanah","TUN",7454,35.04,10.91,0
"15855","Jabiru","AUS",1900,-12.67,132.88,0
"15856","Jabisa","GMB",279,13.47,-15.47,0
"15857","Jablah","SYR",68368,35.37,35.94,0
"15858","Jablanica","BIH",6449,43.66,17.77,0
"15859","Jablanica","BGR",3103,42.97,24.06,0
"15860","Jablanovec","HRV",1351,45.88,15.85,0
"15861","Jablonec nad Jizerou","CZE",1965,50.7,15.42,0
"15862","Jablonec nad Nisou","CZE",44701,50.73,15.16,0
"15863","Jablonne nad Orlici","CZE",3166,50.03,16.6,0
"15864","Jablonne v Podjestedi","CZE",3710,50.77,14.78,0
"15865","Jablunka","CZE",2023,49.38,17.97,0
"15866","Jablunkov","CZE",5690,49.59,18.76,0
"15867","Jabnoren","MHL",112,6.27,169.42,0
"15868","Jaboatao","BRA",729890,-8.11,-35.02,0
"15869","Jaboticabal","BRA",70562,-21.25,-48.33,0
"15870","Jabuka","SRB",6211,43.35,19.52,0
"15871","Jabwan","MHL",130,7.27,168.8,0
"15872","Jabwor","MHL",562,5.92,169.65,0
"15873","Jaca","ESP",12858,42.57,-0.55,0
"15874","Jacaleapa","HND",2618,14.02,-86.67,0
"15875","Jacaltenango","GTM",38764,15.67,-91.73,0
"15876","Jacarei","BRA",219064,-23.3,-45.96,0
"15877","Jacarezinho","BRA",35398,-23.16,-49.98,0
"15878","Jachymov","CZE",3367,50.37,12.92,0
"15879","Jaciara","BRA",23215,-15.99,-54.96,0
"15880","Jackleh","GMB",166,13.75,-15.27,0
"15881","Jackson","USA",175085,32.32,-90.21,0
"15882","Jackson","USA",62552,35.63,-88.83,0
"15883","Jacksonville","USA",68201,34.76,-77.4,0
"15884","Jacksonville","USA",809874,30.33,-81.66,0
"15885","Jaclupan","PHL",9845,10.3,123.82,0
"15886","Jacmel","HTI",34675,18.24,-72.54,0
"15887","Jaco","CRI",4186,9.62,-84.63,0
"15888","Jacobabad","PAK",175455,28.28,68.43,0
"15889","Jacobina","BRA",47046,-11.18,-40.52,0
"15890","Jacobswoude","NLD",10769,52.22,4.67,0
"15891","Jacona","MEX",49194,19.96,-102.33,0
"15892","Jacunda","BRA",49136,-4.6,-49.39,0
"15893","Jadranovo","HRV",1155,45.23,14.62,0
"15894","Jadu","LBY",6160,31.95,12.02,0
"15895","Jaegerspris","DNK",3825,55.85,11.98,0
"15896","Jaela","LKA",32498,7.08,79.88,0
"15897","Jaen","PER",52916,-5.71,-78.81,0
"15898","Jaen","PHL",40649,15.33,120.91,0
"15899","Jaen","ESP",117039,37.77,-3.8,0
"15900","Jafai Koto","GMB",331,13.4,-14.27,0
"15901","Jaffna","LKA",170934,9.67,80.01,0
"15902","Jagadhri","IND",115522,30.18,77.29,0
"15903","Jagala","EST",143,59.42,25.24,0
"15904","Jagdalpur","IND",77081,19.09,82.03,0
"15905","Jagodina","SRB",35190,43.98,21.26,0
"15906","Jagodje","SVN",2147,45.53,13.66,0
"15907","Jagodnjak","HRV",1478,45.7,18.58,0
"15908","Jagraon","IND",66635,30.78,75.48,0
"15909","Jagtial","IND",101532,18.8,78.91,0
"15910","Jaguaquara","BRA",42715,-13.53,-39.97,0
"15911","Jaguarao","BRA",30083,-32.56,-53.37,0
"15912","Jaguarari","BRA",24790,-10.25,-40.2,0
"15913","Jaguariaiva","BRA",31588,-24.24,-49.72,0
"15914","Jaguaribe","BRA",23424,-5.89,-38.62,0
"15915","Jaguariuna","BRA",33067,-22.68,-46.99,0
"15916","Jaguaruana","BRA",22873,-4.83,-37.78,0
"15917","Jaguey Grande","CUB",55477,22.53,-81.13,0
"15918","Jahanabad","IND",100400,25.22,84.98,0
"15919","Jahangira","PAK",38561,34.02,73.13,0
"15920","Jahangirabad","IND",58923,28.42,78.1,0
"15921","Jahanian","PAK",29756,31.8,72.27,0
"15922","Jahrom","IRN",110216,28.55,53.57,0
"15923","Jaiama-Nimokoro","SLE",4322,8.55,-11.1,0
"15924","Jaiama-Sewafe","SLE",4503,8.53,-11.25,0
"15925","Jaibon","DOM",4857,19.62,-71.15,0
"15926","Jailan","GMB",411,13.72,-15.02,0
"15927","Jaipur","IND",2817522,26.92,75.8,0
"15928","Jaipur Hat","BGD",75435,25.1,89.03,0
"15929","Jaisalmer","IND",70135,26.92,70.9,0
"15930","Jajce","BIH",9910,44.34,17.27,0
"15931","Jak","HUN",2298,47.13,16.58,0
"15932","Jakaba","GMB",559,13.37,-14.37,0
"15933","Jakaba","GMB",847,13.65,-14.88,0
"15934","Jakabszallas","HUN",2597,46.73,19.73,0
"15935","Jakarta","IDN",8556798,-6.18,106.83,1
"15936","Jakhaly","GMB",1821,13.55,-14.97,0
"15937","Jakiri","CMR",5391,6.1,10.65,0
"15938","Jakoruda","BGR",5984,42.02,23.69,0
"15939","Jakovlje","HRV",2638,45.95,15.86,0
"15940","Jakovo","SRB",6122,44.76,20.26,0
"15941","Jaksic","HRV",2015,45.36,17.76,0
"15942","Jala","MEX",9215,21.08,-104.43,0
"15943","Jala-Jala","PHL",16895,14.35,121.32,0
"15944","Jalacingo","MEX",10253,19.8,-97.3,0
"15945","Jalakoto","GMB",289,13.55,-14.67,0
"15946","Jalalabad","AFG",208960,34.44,70.44,0
"15947","Jalalassi","SOM",9938,3.39,45.59,0
"15948","Jalalpur Jattan","PAK",98030,32.64,74.2,0
"15949","Jalalpur Pirwala","PAK",38242,29.5,71.22,0
"15950","Jalandhar","IND",807409,31.33,75.57,0
"15951","Jalapa","GTM",48255,14.63,-90,0
"15952","Jalapa","MEX",8369,16.5,-95.47,0
"15953","Jalapa","NIC",24350,13.92,-86.14,0
"15954","Jalasjarvi","FIN",8618,62.5,22.75,0
"15955","Jalaun","IND",56651,26.15,79.35,0
"15956","Jalbun","PSE",2492,32.46,35.41,0
"15957","Jales","BRA",44168,-20.26,-50.55,0
"15958","Jaleswor","NPL",23943,26.65,85.79,0
"15959","Jalgaon","IND",445891,21.01,75.56,0
"15960","Jalgimae","EST",197,59.32,24.6,0
"15961","Jalhay","BEL",7677,50.57,5.97,0
"15962","Jali","GMB",1028,13.35,-15.97,0
"15963","Jalib as-Suyuh","KWT",172292,29.27,47.94,0
"15964","Jalingo","NGA",122064,8.89,11.37,0
"15965","Jaljulye","ISR",7718,32.15,34.95,0
"15966","Jalkovec","HRV",1302,46.28,16.32,0
"15967","Jalna","IND",268968,19.85,75.88,0
"15968","Jalo Kunda Demba Sira","GMB",163,13.77,-14.97,0
"15969","Jalostotitlan","MEX",22625,21.2,-102.47,0
"15970","Jalpa","MEX",13695,21.63,-102.97,0
"15971","Jalpa","MEX",15547,18.13,-93.08,0
"15972","Jalpaiguri","IND",109740,26.53,88.71,0
"15973","Jalpan","MEX",9494,21.23,-99.48,0
"15974","Jalpatagua","GTM",11649,14.14,-90.01,0
"15975","Jaltenango","MEX",9017,15.92,-92.72,0
"15976","Jaltenco","MEX",9805,19.75,-99.1,0
"15977","Jaltipan","MEX",28132,17.94,-94.74,0
"15978","Jalu","LBY",3425,29.03,21.53,0
"15979","Jalubi","CZE",1688,49.12,17.43,0
"15980","Jaluit","MHL",318,5.79,169.61,0
"15981","Jalula''","IRQ",45570,34.27,45.16,0
"15982","Jalzabet","HRV",1071,46.26,16.48,0
"15983","Jam Sahib","PAK",7042,26.3,68.62,0
"15984","Jama'a","DZA",54768,33.52,5.96,0
"15985","Jamalpur","BGD",170889,24.92,89.94,0
"15986","Jamalpur","IND",101693,25.32,86.48,0
"15987","Jamalteca","HND",1129,14.7,-87.58,0
"15988","Jamame","SOM",188972,0.08,42.75,0
"15989","Jamao al Norte","DOM",2233,19.65,-70.45,0
"15990","Jamari","NGA",6150,11.06,11.01,0
"15991","Jamay","MEX",16469,20.3,-102.72,0
"15992","Jambalo","COL",2095,2.79,-76.33,0
"15993","Jambi","IDN",429038,-1.59,103.61,0
"15994","Jambol","BGR",79409,42.5,26.52,0
"15995","Jamejala","EST",293,58.39,25.57,0
"15996","Jamestown","SHN",603,-15.92,-5.71,1
"15997","Jamijarvi","FIN",2230,61.82,22.7,0
"15998","Jamiltepec","MEX",10024,16.28,-97.82,0
"15999","Jamke Chima","PAK",24278,32.39,74.36,0
"16000","Jamkhandi","IND",62633,16.51,75.28,0
"16001","Jamma'in","PSE",5777,32.13,35.2,0
"16002","Jammal","TUN",40728,35.64,10.76,0
"16003","Jammu","IND",490308,32.71,74.85,0
"16004","Jamnagar","IND",503563,22.47,70.07,0
"16005","Jamnah","TUN",6315,33.57,9.03,0
"16006","Jampur","PAK",65731,29.64,70.59,0
"16007","Jamsa","FIN",15228,61.86,25.18,0
"16008","Jamsankoski","FIN",7393,61.92,25.18,0
"16009","Jamshedpur","IND",627761,22.79,86.2,0
"16010","Jamui","IND",81289,24.92,86.22,0
"16011","Jamundi","COL",45386,3.26,-76.54,0
"16012","Jamuria","IND",169063,23.7,87.08,0
"16013","Jamwelly","GMB",170,13.47,-14.45,0
"16014","Jan Kempdorp","ZAF",13446,-27.91,24.85,0
"16015","Janakkala","FIN",15772,60.9,24.59,0
"16016","Janakpur","NPL",99553,26.73,85.92,0
"16017","Janauba","BRA",57298,-15.8,-43.31,0
"16018","Jand","PAK",18583,33.43,72.02,0
"16019","Jandiala Sherkhan","PAK",11234,31.82,73.92,0
"16020","Jandira","BRA",118394,-23.54,-46.92,0
"16021","Janeda","EST",446,59.25,25.7,0
"16022","Janesville","USA",61952,42.68,-89.02,0
"16023","Janfida","ARM",2972,40.05,44.02,0
"16024","Jang","MHL",136,8.87,171.07,0
"16025","Jangipur","IND",84654,24.47,88.07,0
"16026","Janico","DOM",2030,19.4,-70.8,0
"16027","Janikowo","POL",8873,52.43,17.03,0
"16028","Janin","PSE",35682,32.47,35.3,0
"16029","Janiuay","PHL",13028,10.95,122.51,0
"16030","Janja","BIH",5442,44.67,19.25,0
"16031","Janjanbureh","GMB",3641,13.55,-14.77,0
"16032","Janneh Kunda","GMB",798,13.38,-16.14,0
"16033","Janoshalma","HUN",9727,46.3,19.32,0
"16034","Janoshaza","HUN",2740,47.12,17.16,0
"16035","Janoshida","HUN",2698,47.39,20.05,0
"16036","Janossomorja","HUN",5982,47.78,17.17,0
"16037","Janovice","CZE",1701,49.62,18.42,0
"16038","Janovice nad Uhlavou","CZE",2062,49.35,13.22,0
"16039","Janow Lubelski","POL",11805,50.71,22.41,0
"16040","Januaria","BRA",34717,-15.48,-44.37,0
"16041","Janub-as-Surrah","KWT",19140,29.29,48.02,0
"16042","Jaora","IND",68015,23.64,75.11,0
"16043","Japeri","BRA",97532,-22.65,-43.66,0
"16044","Jappila","FIN",1468,62.38,27.43,0
"16045","Japtan","MHL",4,11.43,162.38,0
"16046","Jaque","PAN",1378,7.52,-78.17,0
"16047","Jaquimeyes","DOM",3055,18.32,-71.17,0
"16048","Jarabacoa","DOM",30893,19.12,-70.64,0
"16049","Jarabulus","SYR",25353,36.82,38.01,0
"16050","Jaragua","BRA",31411,-15.75,-49.34,0
"16051","Jaragua do Sul","BRA",137484,-26.48,-49.1,0
"16052","Jaraiz de la Vera","ESP",6636,40.07,-5.75,0
"16053","Jaral del Progreso","MEX",17918,20.37,-101.07,0
"16054","Jaramana","SYR",21415,33.47,36.36,0
"16055","Jaranwala","PAK",122044,31.34,73.41,0
"16056","Jaras","JOR",27561,32.27,35.89,0
"16057","Jarbah Ajim","TUN",25525,33.73,10.75,0
"16058","Jarbah Hawmat-as-Suq","TUN",63313,33.88,10.85,0
"16059","Jarbah Midun","TUN",49171,33.82,11,0
"16060","Jardanhaza","HUN",1930,48.15,20.25,0
"16061","Jardim","BRA",24329,-21.48,-56.15,0
"16062","Jardin","COL",7859,5.58,-75.82,0
"16063","Jardines","HND",972,14.7,-87.98,0
"16064","Jardinopolis","BRA",35985,-21.03,-47.77,0
"16065","Jaridih","IND",109478,24.19,86.3,0
"16066","Jarjis","TUN",80530,33.51,11.11,0
"16067","Jarlepa","EST",237,59.13,24.93,0
"16068","Jarmina","HRV",2643,45.32,18.73,0
"16069","Jaro","PHL",8017,11.19,124.78,0
"16070","Jarocin","POL",25602,51.98,17.5,0
"16071","Jaromer","CZE",12780,50.35,15.91,0
"16072","Jaromerice nad Rokytnou","CZE",4216,49.1,15.9,0
"16073","Jaroslaw","POL",40156,50.02,22.68,0
"16074","Jarqurgon","UZB",27057,37.55,67.25,0
"16075","Jarreng","GMB",2748,13.62,-15.18,0
"16076","Jarrol","GMB",809,13.25,-15.85,0
"16077","Jarrow","GBR",27171,54.97,-1.52,0
"16078","Jarsi","EST",145,59.37,25.03,0
"16079","Jaru","BRA",28008,-10.43,-62.45,0
"16080","Jaruco","CUB",20287,23.05,-82.01,0
"16081","Jarva-Jaani","EST",1047,59.04,25.89,0
"16082","Jarvakandi","EST",1459,58.78,24.83,0
"16083","Jarve","EST",676,59.41,27.31,0
"16084","Jarvekula","EST",189,59.38,24.79,0
"16085","Jarvenpaa","FIN",38687,60.48,25.1,0
"16086","Jarvere","EST",210,57.85,26.87,0
"16087","Jarville-la-Malgrange","FRA",10280,48.68,6.22,0
"16088","Jarvis","CAN",2332,42.99,-79.7,0
"16089","Jasa Tomic","SRB",2842,45.45,20.86,0
"16090","Jasaan","PHL",16698,8.65,124.76,0
"16091","Jasenice","HRV",1231,42.59,18.27,0
"16092","Jasim","SYR",31243,32.98,36.08,0
"16093","Jask","IRN",16803,25.75,57.52,0
"16094","Jaska","EST",101,58.54,25.59,0
"16095","Jaslo","POL",37894,49.74,21.47,0
"16096","Jasobo","GMB",266,13.47,-15.67,0
"16097","Jasper","CAN",3953,52.88,-118.08,0
"16098","Jassong","GMB",746,13.4,-15.32,0
"16099","Jastrebarsko","HRV",5452,45.67,15.65,0
"16100","Jastrzebie-Zdroj","POL",95426,49.99,18.59,0
"16101","Jaszalsoszentgyorgy","HUN",3761,47.37,20.1,0
"16102","Jaszapati","HUN",9765,47.51,20.14,0
"16103","Jaszarokszallas","HUN",8073,47.64,19.97,0
"16104","Jaszbereny","HUN",27719,47.5,19.91,0
"16105","Jaszdozsa","HUN",2216,47.58,20.02,0
"16106","Jaszfenyzaru","HUN",5723,47.57,19.73,0
"16107","Jaszjakohalma","HUN",3075,47.52,20,0
"16108","Jaszkarajeno","HUN",3153,47.05,20.06,0
"16109","Jaszkiser","HUN",5717,47.46,20.21,0
"16110","Jaszladany","HUN",6189,47.37,20.18,0
"16111","Jaszszentandras","HUN",2629,47.58,20.18,0
"16112","Jaszszentlaszlo","HUN",2595,46.56,19.76,0
"16113","Jatai","BRA",78228,-17.88,-51.75,0
"16114","Jaten","IDN",32618,-7.58,110.9,0
"16115","Jati","IDN",87061,-6.84,110.81,0
"16116","Jati","PAK",9381,24.35,68.26,0
"16117","Jatibarang","IDN",29030,-6.96,109.05,0
"16118","Jatibarang","IDN",73931,-6.47,108.3,0
"16119","Jatibonico","CUB",19693,21.93,-79.17,0
"16120","Jatiroto","IDN",51881,-7.89,111.11,0
"16121","Jatiwangi","IDN",58705,-6.73,108.25,0
"16122","Jatni","IND",56316,20.17,85.7,0
"16123","Jatoi","PAK",48507,29.51,70.84,0
"16124","Jau","BRA",122065,-22.29,-48.57,0
"16125","Jauharabad","PAK",47602,32.3,72.27,0
"16126","Jauja","PER",21238,-11.8,-75.5,0
"16127","Jaunjelgava","LVA",1927,56.63,25.09,0
"16128","Jaunpur","IND",171852,25.76,82.69,0
"16129","Jauregui","MEX",17464,20.73,-100.45,0
"16130","Jausa","EST",126,58.78,22.7,0
"16131","Java","GEO",422,42.4,43.94,0
"16132","Javanrud","IRN",39069,34.8,46.52,0
"16133","Javornik","CZE",2983,50.4,17.02,0
"16134","Jawa","JOR",10811,31.85,35.93,0
"16135","Jawhar","SOM",48027,2.78,45.51,0
"16136","Jawor","POL",24119,51.06,16.2,0
"16137","Jaworzno","POL",96459,50.21,19.27,0
"16138","Jaya Pura","IDN",137808,-2.54,140.72,0
"16139","Jayanca","PER",6225,-6.4,-79.83,0
"16140","Jaypur","IND",81878,18.86,82.56,0
"16141","Jayrud","SYR",32699,33.82,36.73,0
"16142","Jayuya","PRI",3600,18.22,-66.6,0
"16143","Jayyus","PSE",3306,32.2,35.04,0
"16144","Jazzin","LBN",13752,33.59,35.61,0
"16145","Jean-Rabel","HTI",5505,19.87,-73.18,0
"16146","Jebal","MHL",45,9.88,169.28,0
"16147","Jebba","NGA",21970,9.11,4.83,0
"16148","Jebel","ROU",5278,45.55,21.23,0
"16149","Jedovnice","CZE",2643,49.35,16.77,0
"16150","Jedrzejow","POL",16728,50.65,20.3,0
"16151","Jeffreys Bay","ZAF",11708,-34.04,24.92,0
"16152","Jega","NGA",74743,12.21,4.38,0
